eegRawValue,attention,meditation,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,Value
57,74,40,7388,9013,387,15030,5737,2841,3586,1398,Tag0,I
24,90,43,24018,10295,13743,18284,8346,24920,2643,1094,Tag0,I
50,84,47,13818,31663,1540,28263,4212,9330,5871,1968,Tag0,I
18,67,47,25463,16746773,16272,19471,16745331,4605,2821,1740,Tag0,I
48,74,44,11507,7785,4972,9501,9558,3706,3184,696,Tag0,I
22,48,30,10218,16749579,8928,1381,5944,3039,1249,489,Tag0,I
-269,35,41,16746332,23810,14145,16756290,9752,3638,2808,3918,Tag0,I
20,48,50,29042,12935,6580,24977,5433,11085,2655,1169,Tag0,I
-261,47,48,4107,11857,1155,25182,21566,5544,2208,811,Tag0,I
37,60,70,19371,5218,19942,16744872,12138,12660,3785,1547,Tag0,I
40,67,63,408538,70015,16748034,28078,9956,12632,1607,1857,Tag0,I
20,57,61,10826,16763520,21106,16753118,4771,12871,4978,679,Tag0,I
16,63,61,14769,18024,19312,15640,24898,12019,3792,1902,Tag0,I
-276,60,57,1838,9033,13306,15261,5339,6027,4224,1668,Tag0,I
6,69,56,8770,19369,11462,10626,5811,9019,1696,486,Tag0,I
27,78,48,7054,20496,10858,3957,5301,7065,2438,1152,Tag0,I
20,81,56,5797,5869,3676,16745283,9664,12847,4983,877,Tag0,I
48,81,51,16492,12898,17027,13191,16077,6614,3189,757,Tag0,I
0,75,57,14716,8733,6892,14252,4384,3612,1652,1082,Tag0,I
98,78,61,14874,15376,9543,16053,9387,12692,7954,2283,Tag0,I
48,67,53,30886,18361,9603,9141,8831,4736,3108,724,Tag0,I
41,67,53,14685,10384,3847,17049,8966,4967,4168,1414,Tag0,I
48,70,54,3882,7392,8898,20987,9983,6041,5702,683,Tag0,I
5,61,53,15325,24151,19755,15477,30591,7886,3324,965,Tag0,I
6,54,70,2023,20598,16757893,70312,7533,8886,3041,1063,Tag0,I
54,47,70,5104,23426,20919,18735,11437,5488,4389,1617,Tag0,I
69,50,75,21534,6582,11093,20310,5625,7126,7431,1767,Tag0,I
66,47,87,20935,16379,156,16770582,12307,7600,4265,846,Tag0,I
-264,61,74,16095,19679,24992,9278,6171,12520,2322,3142,Tag0,I
-259,64,75,31862,23004,22694,20598,4134,7287,2565,1893,Tag0,I
57,53,78,13208,8205,8191,30627,8425,3312,2835,1088,Tag0,I
70,57,70,4856,18125,14421,21332,11473,7650,3703,455,Tag0,I
85,64,70,8156,9256,18732,12901,6024,15698,3472,2144,Tag0,I
92,74,64,18163,19418,15359,8667,9376,8441,3200,366,Tag0,I
59,78,56,13825,28047,9030,29115,5936,8486,2674,1190,Tag0,I
1,81,60,1925,6256,8471,17672,6379,6101,3584,1362,Tag0,I
-269,70,56,4817,13749,16953,10388,18194,7819,3884,1408,Tag0,I
44,64,69,15760,14134,32250,16753260,13328,9146,4315,243,Tag0,I
29,70,74,21529,21042,25500,16749445,15750,19991,2046,1835,Tag0,I
17,75,69,11138,9629,9278,19556,11755,9452,6430,1423,Tag0,I
-268,80,64,11953,15267,3035,13864,15903,8099,2338,805,Tag0,I
73,88,53,3850,12162,4816,21401,10641,9633,1867,1187,Tag0,I
34,81,56,25789,10211,7993,24345,6734,5220,3289,1105,Tag0,I
5,91,34,23328,16775,1331,5189,22732,16309,8196,1384,Tag0,I
28,80,37,16872,32369,12476,15491,5537,6166,4158,668,Tag0,I
10,77,37,1067,10907,1723,15101,7073,5445,2958,774,Tag0,I
9,80,13,20038,28236,5104,8586,27170,8342,2423,1362,Tag0,I
-266,66,29,16911,23722,7404,12625,12065,8549,1948,824,Tag0,I
29,75,35,14119,14262,8876,22134,4684,10910,8473,1203,Tag0,I
101,74,35,14050,22202,19349,14487,15325,8546,6086,644,Tag0,I
41,81,37,22008,24813,5609,4248,5888,16148,1227,681,Tag0,I
57,83,35,16745237,7480,8599,10150,16750246,6702,2331,961,Tag0,I
50,81,41,4056,4091,12059,17456,4253,6942,5884,1383,Tag0,I
19,80,51,6486,7719,26794,8725,6144,6094,3059,1178,Tag0,I
21,29,35,21725,19474,16719,11317,12982,3316,6246,2002,Tag0,J
22,40,29,25377,31048,2509,5798,10574,8101,1816,2804,Tag0,J
71,37,53,28477,12593,16768981,12625,8396,2130,2180,652,Tag0,J
34,41,64,16758193,16762491,16752185,14856,19186,9904,4273,1058,Tag0,J
41,47,67,47938,10812,19987,2486,7782,4414,2549,1905,Tag0,J
83,35,84,16750040,16758891,16757768,21024,5130,7376,1480,1052,Tag0,J
28,51,69,37340,21377,19396,7720,17217,6542,4934,5085,Tag0,J
-111,57,69,16767965,19671,16805,5572,8312,7383,3737,3565,Tag0,J
45,56,74,470284,26271,16747410,16749853,12011,11043,13676,2499,Tag0,J
-306,53,56,2853146,609250,16773335,71222,119629,16750802,16746786,25248,Tag0,J
67,41,34,433477,135716,3276,1666,1394,5866,6633,2896,Tag0,J
22,56,29,16750080,8808,8458,10856,8751,16746171,14289,3773,Tag0,J
105,53,17,16765982,16750796,11699,11514,9008,6800,3798,1771,Tag0,J
57,50,41,141631,28107,71820,6505,7021,4864,2068,1459,Tag0,J
50,56,60,27368,16770249,17333,9051,11127,9063,3826,2513,Tag0,J
-257,41,54,1354,16607,3247,4941,14254,6042,2992,2186,Tag0,J
10,60,50,18649,11940,4576,2669,9296,15081,964,2538,Tag0,J
37,74,38,12148,16756166,16754579,5220,16884,17120,1610,3401,Tag0,J
16,74,47,16776545,28972,16227,18503,8396,6601,1817,1705,Tag0,J
24,64,57,16766151,9747,22608,1409,13674,3556,923,1090,Tag0,J
19,53,66,16775745,22522,18853,2865,4023,7426,4513,1393,Tag0,J
43,47,75,16744726,9934,14744,14811,4292,3684,1445,668,Tag0,J
2,43,84,8394,10887,16752461,4459,2021,4024,2149,253,Tag0,J
37,30,94,6053,18252,16765218,4476,2877,1920,2242,2089,Tag0,J
-317,34,84,12138,17677,1207,4483,6627,4919,2014,477,Tag0,J
20,30,83,124154,17675,12197,16678,4493,3013,2151,828,Tag0,J
33,30,67,29514,28642,2526,16171,4326,3688,1921,181,Tag0,J
7,44,54,16775481,15668,6152,8544,9778,4190,1599,1076,Tag0,J
48,40,70,7229,6142,12840,7049,2248,2548,1758,1175,Tag0,J
27,40,69,16915,23988,32335,5389,9762,4190,3194,498,Tag0,J
39,53,67,28764,10024,5389,4460,9798,7275,3065,670,Tag0,J
37,56,69,16770970,14919,14953,7703,9007,7999,2576,1597,Tag0,J
-294,64,63,13246,15127,19037,6403,5755,10808,1626,2380,Tag0,J
2,75,60,22942,24831,11816,14415,2440,11445,1265,1878,Tag0,J
26,57,74,7776,16520,16744653,9250,6002,3215,1293,1009,Tag0,J
69,41,80,17013,23035,16754775,8912,7324,2634,1478,760,Tag0,J
-280,29,83,28524,16745236,16760026,10597,12444,7004,2236,815,Tag0,J
103,17,87,44829,16744676,16750501,10356,7482,4579,3058,1871,Tag0,J
83,23,75,21272,16766603,24135,7144,12837,8809,2426,471,Tag0,J
83,29,69,26762,16755165,16744396,2824,2752,5407,2850,3226,Tag0,J
81,34,57,14741,16751844,4565,9662,7760,5632,2634,1114,Tag0,J
40,38,53,14396,22378,23686,2740,9164,5247,982,3172,Tag0,J
8,53,53,17733,7719,7841,2077,8958,8151,2649,924,Tag0,J
33,56,63,86071,5848,25015,11256,5273,4145,1014,695,Tag0,J
0,56,75,14593,10254,7841,13898,4068,3337,653,1860,Tag0,J
52,53,66,17638,31030,7432,3127,5730,3042,1891,1581,Tag0,J
84,29,87,21894,8876,69365,1463,8021,2608,1709,1416,Tag0,J
43,30,74,9325,25294,9920,6923,5402,6173,1367,476,Tag0,J
-262,17,64,31422,16752364,12049,17236,17714,1152,1934,635,Tag0,J
16,34,69,4789,1502,5004,4966,17727,4926,996,1078,Tag0,J
51,40,44,40308,62412,19260,13329,15321,11238,9757,1015,Tag0,J
70,37,57,54200,8747,24995,29781,12368,6208,461,1098,Tag0,J
21,56,60,19990,20401,15757,11435,5388,10998,10114,619,Tag0,J
34,50,60,20730,8962,5000,8519,18364,4433,1089,769,Tag0,J
32,50,80,22844,18674,16747246,28475,9084,6445,1958,669,Tag0,J
19,50,70,7706,8659,23066,3238,16471,3030,2342,784,Tag0,J
-290,40,66,11233,16745939,9686,7766,10536,3399,2629,761,Tag0,J
58,29,80,7976,14839,16755171,11960,9632,4035,2616,425,Tag0,J
85,24,67,8896,16751616,23051,4144,6140,3424,3376,2053,Tag0,J
28,67,50,16756399,16757828,9667,15267,8049,4998,2394,1054,Tag0,J
-261,93,40,20459,24908,4192,3823,7395,7512,5549,4127,Tag0,J
9,84,35,16755795,16772638,9453,11195,17526,8589,3642,4184,Tag0,J
54,64,29,617088,33419,23806,6382,13184,11184,1594,1889,Tag0,J
49,78,26,25988,16753305,18253,3146,8705,13482,4167,1336,Tag0,J
40,67,29,66105,16751145,10562,6869,12971,5497,2771,1294,Tag0,J
19,64,43,26437,12016,14441,8693,10199,3076,2701,3358,Tag0,J
32,67,61,22809,25740,27615,16546,6169,7515,5389,1029,Tag0,J
27,67,70,27675,5428,6063,9735,6898,4372,5646,2868,Tag0,J
33,74,77,1344,10505,4939,4529,10667,2490,3503,1530,Tag0,J
36,77,74,16754483,20425,15366,3407,3656,4984,2136,170,Tag0,J
54,81,48,133164,16762000,3882,4169,4817,8900,7176,972,Tag0,J
25,87,40,8215,8495,6128,769,3772,4838,2899,3112,Tag0,J
17,93,50,16747865,9668,9954,13589,3876,8017,3681,2231,Tag0,J
18,100,38,16753777,23976,1741,7340,7118,9580,3286,1202,Tag0,J
-265,97,40,36180,16768027,2750,6116,8627,6838,1904,1015,Tag0,J
27,81,44,16759175,28728,2526,25258,11645,4002,1305,1367,Tag0,J
54,77,37,10480,17365,9638,6098,7591,5964,2699,1185,Tag0,J
4,69,50,1483,18405,3011,21944,5683,6695,3426,1647,Tag0,J
66,70,63,16756580,23924,1020,15559,5479,4593,6712,2462,Tag0,J
9,77,60,16764747,26919,9772,9630,5662,5090,1208,1278,Tag0,J
-261,77,61,6367,29825,20077,8459,10677,9984,2325,2008,Tag0,J
65,67,60,13707,12361,6929,11269,11619,2192,2961,1624,Tag0,J
43,75,56,19805,21556,3164,8194,3105,7178,14185,9250,Tag0,J
19,80,63,14716,11852,8957,11070,4446,5322,2974,2592,Tag0,J
7,81,60,11184,18426,4798,7289,7718,5996,2951,1090,Tag0,J
26,81,61,147194,27736,23551,7085,6056,5356,3835,1351,Tag0,J
54,66,64,11233,16749106,7747,17765,12968,4739,3030,3655,Tag0,J
-293,63,48,16771308,27523,3840,5183,9068,4144,1431,1171,Tag0,J
-286,64,50,16753171,18246,13838,9336,22240,9337,4010,3098,Tag0,J
-268,69,38,42339,16773759,6986,16175,12670,12462,2437,1255,Tag0,J
41,69,53,27336,20306,19688,16758116,9304,6199,4049,4777,Tag0,J
54,64,64,14760,22566,12215,6265,5346,3415,1350,1344,Tag0,J
10,57,69,16775179,23476,19576,9364,12099,7128,5478,1291,Tag0,J
52,64,78,16753006,21344,11718,11262,6608,8608,3075,1059,Tag0,J
65,81,66,31643,20349,4413,28458,22343,12342,1205,878,Tag0,J
32,87,80,23690,8612,27397,4338,2836,4297,1560,3113,Tag0,J
21,94,80,15013,13959,11109,11333,4684,9546,7383,1594,Tag0,J
-278,83,81,16757538,24354,19033,5034,4771,3903,6737,1336,Tag0,J
39,75,91,16775798,10873,26386,21647,9455,7875,7702,1097,Tag0,J
-258,66,91,16747949,24597,11652,16765896,1882,5592,3071,1582,Tag0,J
11,43,84,29128,16763807,9811,17588,11646,4101,2122,207,Tag0,J
41,57,81,69954,31592,5880,21250,13573,14737,6391,2634,Tag0,J
18,64,69,5004,10822,4696,14261,13186,6518,3456,1632,Tag0,J
25,63,66,22371,15299,16763393,8389,17989,4191,4715,1489,Tag0,J
-269,74,66,1020,14942,6461,2762,9088,2620,1721,2362,Tag0,J
33,69,77,15742,5903,15215,2440,3004,4796,4939,1846,Tag0,J
60,75,75,9017,14752,2851,9970,3565,7384,1669,655,Tag0,J
-257,94,61,9251,17145,8541,7488,11210,8151,2431,1843,Tag0,J
16,100,63,21632,31925,18079,5645,10092,8646,4741,1296,Tag0,J
38,88,48,33481,16753778,8311,7073,5659,5195,3808,601,Tag0,J
22,77,57,61155,15545,26008,9983,8720,6402,5675,2069,Tag0,J
-270,80,61,24089,12645,6918,7588,1607,8619,5738,947,Tag0,J
18,83,66,27982,10479,10625,5914,8323,5440,3073,1136,Tag0,J
53,83,78,16749674,24160,27354,9215,7360,5269,2717,2208,Tag0,J
-299,84,74,16751263,24629,19651,4428,2345,6070,2527,3642,Tag0,J
41,63,66,16746665,16756301,458,17846,4480,4488,2686,1885,Tag0,J
58,60,64,34246,16756489,8123,16744398,15671,12938,3982,2253,Tag0,J
41,51,64,15884,24100,31881,10584,13117,3499,2957,1472,Tag0,J
1,60,20,195342,64458,9824,16746869,29932,16753058,6583,4673,Tag0,J
-260,61,14,839974,16770534,18520,10898,14254,11401,2575,1127,Tag0,J
-365,66,16,476589,16746033,2093,12783,9422,9309,1593,817,Tag0,J
-43,74,23,1315735,135366,76832,21899,25202,16748359,10142,1362,Tag0,J
80,61,34,469748,17861,17183,4691,9407,2895,1107,650,Tag0,J
115,60,43,1914326,16773429,16774355,16766178,16749633,20047,13691,4786,Tag0,J
39,54,44,1928225,228264,16751063,75419,16774550,16752924,23734,2663,Tag0,J
89,56,37,1034258,86375,16811,9495,32002,17470,4901,4835,Tag0,J
69,66,24,909760,109831,16754185,13044,16762209,16759794,9978,2761,Tag0,J
81,64,23,324041,101872,16774655,92604,14011,29498,7292,2173,Tag0,J
-326,74,26,928245,147466,85263,74856,23357,86298,15487,859,Tag0,J
309,77,23,550061,198736,9481,20810,14462,16760969,5800,4490,Tag0,J
38,61,27,637443,14409,1318,4475,511,652,768,16777152,Tag0,J
73,70,26,49096,8189,13288,11815,19303,8814,1697,742,Tag0,J
-109,56,38,216140,25384,16755753,22725,3891,5748,2355,815,Tag0,J
23,51,50,130501,23116,8871,6462,13646,6092,1257,412,Tag0,J
2,66,50,202065,31937,9532,9322,7935,8583,2741,139,Tag0,J
-261,61,47,191608,98136,16752787,30942,16747360,29435,7787,2346,Tag0,J
1,61,34,2708768,120923,16771869,16760353,27229,18556,7225,3292,Tag0,J
4,66,40,438094,16753577,16756241,25709,7430,24942,1834,640,Tag0,J
4,64,40,1089163,16767595,1796,25169,12990,12942,5435,1530,Tag0,J
-341,66,40,30124,84199,24354,16753218,26937,16746271,4211,4713,Tag0,J
-298,80,47,687969,16767340,16771020,73424,16761386,16752288,11996,7696,Tag0,J
53,75,37,461554,52371,27448,19681,22701,22931,7366,2179,Tag0,J
22,57,40,504017,118518,16368,88418,23490,9929,8324,2357,Tag0,J
-47,44,50,1329159,16770544,89597,16754707,27272,11182,3212,1150,Tag0,J
103,30,41,132861,61654,19807,16759234,16744443,12060,3025,1590,Tag0,J
22,21,44,139468,74493,14418,20931,5436,6281,2689,672,Tag0,J
-195,35,40,1783250,163256,25024,31320,10382,24645,5232,2903,Tag0,J
86,37,27,44608,16755903,13943,4854,6889,4679,1553,266,Tag0,J
26,37,21,1682905,400134,16762102,16753238,16745446,31688,5844,5408,Tag0,J
-257,48,8,72747,54539,2383,12330,14799,23497,7802,2461,Tag0,J
-37,51,20,1555390,16749220,16756792,16756973,16749496,20460,3773,628,Tag0,J
28,51,26,102679,13728,6440,11859,5265,2414,1886,729,Tag0,J
40,48,21,1443384,295867,24674,21758,16748092,17697,7910,2076,Tag0,J
-606,51,47,869504,17505,16757060,14818,2539,18067,2053,1211,Tag0,J
96,47,41,766928,31097,11628,27517,24268,6610,2224,1087,Tag0,J
232,50,34,534021,133522,23853,16746566,32486,17017,5327,2846,Tag0,J
-69,61,44,1193530,16766372,10952,16001,7334,10475,3777,5178,Tag0,J
38,48,35,73414,20248,10431,1725,1425,2630,811,16777109,Tag0,J
-62,37,24,910634,43004,17840,4094,3419,4738,2527,200,Tag0,J
8,27,23,1051082,79444,4754,22103,14500,4205,2299,636,Tag0,J
-274,37,20,1488049,77552,17626,20251,18928,16747103,5024,1849,Tag0,J
268,47,14,1162633,26120,4354,6830,5860,6568,2331,703,Tag0,J
-263,60,29,140931,4903,2945,5988,1501,1465,811,16777114,Tag0,J
-22,66,30,158749,16745812,6059,5152,2060,3182,1544,1061,Tag0,J
-306,56,43,1305679,16751195,69407,16985,25968,15928,5021,3090,Tag0,J
-373,41,43,143312,27905,5720,4400,5912,1422,1353,1370,Tag0,J
-381,30,43,1864287,16748343,16745569,10799,2303,3512,161,487,Tag0,J
32,23,40,757227,16760806,9824,4700,10826,1947,1021,1034,Tag0,J
-260,29,35,2193260,147510,51403,18348,14291,16772627,5057,2130,Tag0,J
69,34,38,1413744,153444,26466,16750659,9933,13759,9350,5295,Tag0,J
-370,38,27,121592,16770249,13822,8379,5590,6015,2023,1072,Tag0,J
52,37,40,162852,16755325,8767,24265,2317,1990,3385,425,Tag0,J
-260,21,34,790212,109102,11741,16767369,13140,12418,6416,2249,Tag0,J
-118,17,29,1177214,195823,16745472,16755069,21584,14511,6718,12519,Tag0,J
-429,13,35,359355,16765136,11745,28749,5102,4697,1679,821,Tag0,J
-32,29,35,844939,25530,10845,16433,8565,6482,2314,1980,Tag0,J
6,24,34,1066855,75891,13416,13043,5542,3228,2128,403,Tag0,J
29,51,17,2105111,468016,26885,14222,18517,16762912,67080,4633,Tag0,J
55,56,38,226261,155468,22945,92223,19611,21808,5829,3179,Tag0,J
18,70,48,586417,16749698,6906,16765688,20181,27598,12755,4656,Tag0,J
-111,60,48,47867,91363,26319,16797,12470,17800,14703,4172,Tag0,J
-264,78,66,283169,13799,4826,4248,4849,6392,4272,778,Tag0,J
16,77,67,376239,16772088,28099,16755158,30216,9141,10187,2846,Tag0,J
7,67,57,88573,16749402,13464,7377,21709,9925,3325,1331,Tag0,J
28,70,67,86507,16774604,16760153,16745775,13807,20763,8395,5829,Tag0,J
22,54,70,16758054,16769968,9618,29212,12587,9325,6454,4572,Tag0,J
6,83,67,281390,16753473,16746591,16749945,16746854,16757659,12925,3092,Tag0,J
27,88,75,19147,16753869,16748081,2388,14527,16043,3664,2168,Tag0,J
22,100,64,16305,19095,12807,8387,25998,15993,12905,1804,Tag0,J
-298,100,67,13543,16748576,10878,16748654,14656,11069,6021,1863,Tag0,J
24,100,57,379456,20100,9052,2598,11325,20806,6265,2594,Tag0,J
-268,91,56,63056,16744400,26888,3129,26203,8182,10434,5837,Tag0,J
-124,70,63,16773562,16765888,16751936,16752818,16749038,19641,10525,3200,Tag0,J
8,67,67,125181,73746,16768711,35040,16751321,28171,7843,1915,Tag0,J
13,44,90,849705,16746867,67451,16759515,13869,20018,4486,1263,Tag0,J
28,41,94,29474,16771308,16747967,24571,11594,12976,21771,1964,Tag0,J
39,38,83,604018,43617,18330,16385,8928,14267,28833,4597,Tag0,J
-275,34,80,16749074,70899,67482,8004,16399,11651,9425,2809,Tag0,J
-156,35,66,200585,38098,28237,16760908,26472,25841,6042,2671,Tag0,J
1,38,44,183820,23963,1371,1526,5126,3821,2726,173,Tag0,J
357,41,57,741373,77470,67164,23121,12929,22269,8371,6504,Tag0,J
40,48,40,551521,381692,16759913,19514,27930,16773644,19795,6645,Tag0,J
44,47,30,125371,206366,14807,16758139,16751062,16745819,21744,6156,Tag0,J
24,43,38,16746986,70838,5039,10260,13732,9548,12221,6640,Tag0,J
-309,54,23,16752277,16754861,3861,11216,13863,16532,7686,3435,Tag0,J
35,43,41,61918,33463,16770108,16766311,16747686,11491,14297,1858,Tag0,J
51,51,57,1288146,16747192,16774631,16749976,28021,31667,12427,4185,Tag0,J
-261,47,47,25870,39978,2730,5647,19139,7856,4001,1049,Tag0,J
69,43,53,317116,37231,16758804,8538,13498,16751596,23832,10828,Tag0,J
-270,41,40,182177,16755734,5969,3929,2526,2716,1535,481,Tag0,J
66,44,43,416684,4328,20230,2701,2219,7128,2535,585,Tag0,J
2,57,57,16770036,16755316,3811,13218,17556,11770,4410,2030,Tag0,J
36,50,61,2583144,66420,17553,16748571,27364,17022,12860,6939,Tag0,J
42,57,78,16751037,16759958,16760096,18478,19780,10347,2623,2021,Tag0,J
71,41,67,340299,16769590,29588,28596,31798,9143,19345,3445,Tag0,J
44,23,66,105528,134092,4836,30720,14404,9076,13926,7122,Tag0,J
6,23,56,95690,37507,15119,10260,14896,22313,8742,3879,Tag0,J
36,41,27,705651,16753648,2038,1381,4964,13391,8381,1835,Tag0,J
69,50,23,263226,16775862,18316,21678,18830,15988,8667,2839,Tag0,J
27,50,10,210674,146548,3943,7279,10173,7482,6577,2671,Tag0,J
-43,47,10,230630,62465,23732,14260,16757514,23346,12748,2317,Tag0,J
32,37,34,241905,173640,38934,45339,54202,16773798,10790,5311,Tag0,J
21,27,29,626176,102092,31185,22512,21192,17183,17547,1687,Tag0,J
86,40,61,12472,26857,16758849,29361,20710,12103,5293,1501,Tag0,J
71,30,74,260106,69531,16755583,9549,6936,9482,9306,2489,Tag0,J
99,27,90,14796,7958,30182,16753413,8472,8463,5367,1725,Tag0,J
-310,35,94,162581,65105,76003,14450,28956,28786,8794,4067,Tag0,J
84,47,70,920462,479759,21427,83980,16760643,132058,16766088,16900,Tag0,J
112,50,63,594189,62259,16755368,15511,16758039,18281,16455,5165,Tag0,J
41,74,54,52075,8835,13336,6946,5162,6589,3959,801,Tag0,J
39,61,60,845178,153221,22563,31111,25261,22726,15629,11355,Tag0,J
42,56,56,344725,211524,21866,29077,10424,18854,9701,2196,Tag0,J
83,50,50,16744912,66784,8974,22860,5357,20436,9763,1989,Tag0,J
-265,50,48,68470,16747093,16759165,3036,14175,20011,5530,1591,Tag0,J
-299,44,53,532051,45818,27403,16771496,16752086,15400,11369,3511,Tag0,J
-295,57,60,553784,61291,18214,16765560,16747192,16746009,19071,14355,Tag0,J
43,61,56,4890,20442,16636,16748359,12357,5045,3133,1334,Tag0,J
12,63,69,11696,6651,13265,24722,8341,8989,2719,1033,Tag0,J
35,69,67,5748,16877,12919,23799,5677,8347,2407,1400,Tag0,J
106,67,60,5280,21355,1443,5577,4741,10796,3173,869,Tag0,J
33,81,51,15642,5721,6589,9913,17678,6231,1753,1276,Tag0,J
-300,83,43,11745,4815,11250,9190,14811,5941,2263,1863,Tag0,J
73,80,38,26401,16758325,14310,16744363,14535,10256,3204,1205,Tag0,J
27,67,61,13995,13815,17040,16764435,10330,9377,4683,1278,Tag0,J
-279,50,64,14947,16745629,17555,18569,10359,3424,4867,2329,Tag0,J
4,48,69,3970,6197,20972,7998,8702,6288,5078,2689,Tag0,J
18,66,67,3394,7900,4689,12186,6886,15479,5218,687,Tag0,J
80,63,64,4843,12699,6215,16754973,12091,6239,4419,707,Tag0,J
24,77,74,10545,9951,13734,16755638,10983,11824,1869,3098,Tag0,J
24,77,77,12573,6829,6850,32438,3059,8951,5186,707,Tag0,J
60,75,77,12461,10048,16054,5516,11099,15559,3226,647,Tag0,J
35,83,53,16745672,27065,1266,5730,13344,7721,1454,1321,Tag0,J
